Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Journal.Abbreviation,Short.Title,Series,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,doi,best_oa_location,oa_locations,oa_locations_embargoed,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,authors
XYHRX7H9,journalArticle,2020,"Uddin, M.Z.; Asaeda, T.; Shampa, S.H.; Robinson, R.W.",Allelopathy and its coevolutionary implications between native and non-native neighbors of invasive Cynara cardunculus L.,Ecology and Evolution,,2045-7758,10.1002/ece3.6472,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.6472,"Invasive plants apply new selection pressures on neighbor plant species by different means including allelopathy. Recent evidence shows allelopathy functions as remarkably influential mediator for invaders to be successful in their invaded range. However, few studies have determined whether native and non-native species co-occurring with invaders have evolved tolerance to allelopathy. In this study, we conducted germination and growth experiments to evaluate whether co-occurring native Juncus pallidus and non-native Lolium rigidum species may evolve tolerance to the allelochemicals induced by Cyanara cardunculus in Australian agricultural fields. The test species were germinated and grown in pots filled with collected invaded and uninvaded rhizosphere soil of C. cardunculus with and without activated carbon (AC). Additionally, a separate experiment was done to differentiate the direct effects of AC on the test species. The soil properties showed invaded rhizosphere soils had higher total phenolic and lower pH compared with uninvaded soils. We found significant reduction of germination percentage and seedling growth in terms of above- and belowground biomass, and maximum plant height and root length of native in the invaded rhizosphere soil of C. cardunculus, but little effect on non-native grass species. Even soil manipulated with AC showed no significant differences in the measured parameters of non-native except aboveground biomass. Taken together, the results indicate allelochemicals induced by C. cardunculus exert more suppressive effects on native than non-native linking the coevolved tolerance of those.",2020,2020-08-17 04:19:25,2020-08-17 04:20:08,,7463-7475,,14,10,,,,,,,en,,,,,Scopus,,10.1002/ece3.6472,,/Users/losialagisz/Zotero/storage/MD34HKXM/Uddin et al. - 2020 - Allelopathy and its coevolutionary implications be.pdf,,2 - ALA cited,10.1002/ece3.6472,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2045-7758,2045-7758",2045-7758,Ecology and Evolution,Wiley,2020-06-28,2020,Allelopathy and its coevolutionary implications between native and non‐native neighbors of invasive Cynara cardunculus L.,2021-02-07T17:15:35.795751,
VYL7IRDT,journalArticle,2020,"Michael, D.R.; Bourke, G.; Paris, D.; Wassens, S.","A range extension for the endangered Grey Snake Hemiaspis damelii (Günther 1876) in the Murrumbidgee catchment, southern NSW.",Australian Zoologist,,0067-2238,10.7882/AZ.2020.008,https://publications.rzsnsw.org.au/doi/10.7882/AZ.2020.008,,2020,2020-02-19 05:48:17,2020-08-05 06:05:03,,,,,,,,,,,,,,,,,GS 2020,,10.7882/AZ.2020.008,,/Users/losialagisz/Zotero/storage/B3R8SGAD/Michael et al. - 2020 - A range extension for the endangered Grey Snake He.pdf,,2 - ALA cited,10.7882/AZ.2020.008,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
HHFLNTZW,journalArticle,2020,"Mertens, N.",Reef watch: Just add water,Park Watch,,1324-4361,-,https://search.informit.org/documentSummary;dn=265445327170769;res=IELHSS,"Reefwatch's Nicole Mertens visited Bendigo, a decidedly land-locked city, for a marine experience with a twist.",2020,2020-08-03 03:47:58,2020-08-03 03:48:48,,38,,281,,,,,,,,,,,,,GS 2020,,-,,/Users/losialagisz/Zotero/storage/J2SXTYIR/Mertens - 2020 - Reef watch Just add water.pdf,,5 - ALA mentioned,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
B35WZA8F,journalArticle,2020,"Adeleye, M.A.; Hopf, F.V.L.; Haberle, S.G.","Myrtaceae pollen morphology study from Bass Strait islands, Australia, is effective in separating region-specific fossil Myrtaceae pollen types",Review of Palaeobotany and Palynology,,0034-6667,10.1016/j.revpalbo.2020.104273,http://www.sciencedirect.com/science/article/pii/S0034666720301263,"The identification of Myrtaceae pollen to species level in fossil records has challenged palynologists due to the similarity of pollen grains produced by species in this family. Here, we present a pollen morphological study of the Myrtaceae species found in a specific region of southeastern Australia, the islands of the Furneaux Group in Bass Strait, and apply this to fossil pollen records from the same region to confirm its utility in differentiating Myrtaceae pollen to type level. We examined 23 species of Myrtaceae, belonging to 6 genera, and were able to identify 11 distinct types. The observed Myrtaceae pollen taxa can be confidently separated to genus level, apart from Euryomyrtus, which is indistinguishable from Leptospermum. Specifically, separation to species level is most achievable within the genus Melaleuca, as well as Kunzea and Calytrix, which are each represented by a single species. Conversely, Eucalyptus could only be separated into major types, while Leptospermum species could not be clearly separated, although differences in exine patterns exist. We also demonstrate that our pollen morphological types can be applied to Holocene and Pleistocene fossil records from the Furneaux Group. We recommend that studying the Myrtaceae of a specific area is more helpful in identifying fossil Myrtaceae pollen from that area than using general Myrtaceae pollen morphological descriptions or keys that are not site- or region-specific.",2020,2020-07-08 03:23:45,2020-07-28 02:11:03,,104273,,,,,,,,,,en,,,,,GS 2020,,10.1016/j.revpalbo.2020.104273,,/Users/losialagisz/Zotero/storage/Z7BBMIAG/Adeleye et al. - 2020 - Myrtaceae pollen morphology study from Bass Strait.pdf,,2 - ALA cited,10.1016/j.revpalbo.2020.104273,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0034-6667,0034-6667,Review of Palaeobotany and Palynology,Elsevier BV,2020-10-01,2020,"Myrtaceae pollen morphology study from Bass Strait islands, Australia, is effective in separating region-specific fossil Myrtaceae pollen types",2021-03-26T05:11:15.338150,
VD94LDFC,journalArticle,2020,"Lukyanenko, R.; Wiggins, A.; Rosser, H.K.",Citizen Science: An Information Quality Research Frontier,Information Systems Frontiers,,1572-9419,10.1007/s10796-019-09915-z,https://doi.org/10.1007/s10796-019-09915-z,"The rapid proliferation of online content producing and sharing technologies resulted in an explosion of user-generated content (UGC), which now extends to scientific data. Citizen science, in which ordinary people contribute information for scientific research, epitomizes UGC. Citizen science projects are typically open to everyone, engage diverse audiences, and challenge ordinary people to produce data of highest quality to be usable in science. This also makes citizen science a very exciting area to study both traditional and innovative approaches to information quality management. With this paper we position citizen science as a leading information quality research frontier. We also show how citizen science opens a unique opportunity for the information systems community to contribute to a broad range of disciplines in natural and social sciences and humanities.",2020,2020-07-21 03:54:56,2020-07-21 03:55:29,,961-983,,4,22,,,,,,,en,,,,,ProQuest,,10.1007/s10796-019-09915-z,,/Users/losialagisz/Zotero/storage/D4XQCTRN/Lukyanenko et al. - 2020 - Citizen Science An Information Quality Research F.pdf,,5 - ALA mentioned,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VMRWJBY3,journalArticle,2020,"Ivánová, I.; Fa, J.S.H.; McMeekin, D.A.; Arnold, L.M.; Deakin, R.; Wilson, M.",From spatial data to spatial knowledge infrastructure: A proposed architecture,Transactions in GIS,,1467-9671,10.1111/tgis.12656,https://onlinelibrary.wiley.com/doi/abs/10.1111/tgis.12656,"Spatial data infrastructures (SDIs) provide access to spatial data and services for humans to solve spatial problems but represent a barrier for machines such as search engines or spatial services. In this article we propose an architecture for spatial knowledge infrastructure (SKI), which attempts to overcome these limitations, and describe the interactions between its components. The SKI architecture proposed is illustrated for two scenarios. The first is an architecture for an ideal solution requiring spatial data on the web, and the second is for a practical short-term solution that takes into consideration legacy SDIs as well as spatial data on the web in its implementation. In addition, the utility of the proposed SKI architecture is illustrated with two examples demonstrating the scope of the SKI in two different ways: where the SKI is a “knowledge enabler,” and where the SKI acts as a “knowledge creator.” A discussion on how well the proposed architecture meets current best practice for spatial data on the web, as well as obstacles and challenges in the implementation of the proposed solutions, concludes the article.",2020,2020-07-21 03:43:50,2020-07-21 03:44:36,,,,,,,,,,,,en,,,,,GS 2020,,10.1111/tgis.12656,,/Users/losialagisz/Zotero/storage/V8T5UQDG/Ivánová et al. - 2020 - From spatial data to spatial knowledge infrastruct.pdf,,5 - ALA mentioned,10.1111/tgis.12656,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1361-1682,1467-9671",1361-1682,Transactions in GIS,Wiley,2020-07-13,2020,From spatial data to spatial knowledge infrastructure: A proposed architecture,2021-01-18T23:04:53.100758,
78IS7P5S,journalArticle,2020,"Neave, M.J.; Brown, J.; Batley, M.; Rao, S.; Cunningham, S.A.",Phenology of a bee (Hymenoptera: Apoidea) community over a 10 year period in south-eastern Australia,Austral Entomology,,2052-1758,10.1111/aen.12488,https://onlinelibrary.wiley.com/doi/abs/10.1111/aen.12488,"Bee responses to anthropogenic disturbances have received much recent attention in scientific literature. These studies typically involve 1–3 years of sampling along spatial gradients of disturbance, though occasionally greater temporal replication and/or longer time periods are used at the expense of spatial replication. We surveyed bees using a blue vane trap during spring, summer and autumn from 2008 to 2017 at one location in Canberra, Australia. To the best of our knowledge, this is the longest near-continuous record of bee activity in the southern hemisphere. We use these data to describe the temporal dynamics of the bee community, which was characterised by high annual variability in overall abundance, richness and composition and a negative correlation between spring rainfall and bee activity. The phenologies of abundant species are also described. Our findings relate only to our study site but are similar to findings from other long-term studies conducted in the northern hemisphere, which collectively present a picture of high natural variability in bee communities that must be considered when interpreting findings of bee responses to anthropogenic disturbances.",2020,2020-07-21 03:42:43,2020-07-21 03:43:27,,,,,,,,,,,,en,,,,,GS 2020,,10.1111/aen.12488,,/Users/losialagisz/Zotero/storage/WH4FB73K/Neave et al. - 2020 - Phenology of a bee (Hymenoptera Apoidea) communit.pdf,,2 - ALA cited,10.1111/aen.12488,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"2052-174X,2052-1758",2052-174X,Austral Entomology,Wiley,2020-07-13,2020,Phenology of a bee (Hymenoptera: Apoidea) community over a 10 year period in south‐eastern Australia,2021-01-18T22:44:37.110661,
9QJTWN8N,journalArticle,2020,"Sandoval-Castillo, J.; Gates, K.; Brauer, C.J.; Smith, S.; Bernatchez, L.; Beheregaray, L.B.",Adaptation of plasticity to projected maximum temperatures and across climatically defined bioregions,Proceedings of the National Academy of Sciences,,0027-8424,10.1073/pnas.1921124117,https://www.pnas.org/content/early/2020/07/06/1921124117,"Resilience to environmental stressors due to climate warming is influenced by local adaptations, including plastic responses. The recent literature has focused on genomic signatures of climatic adaptation, but little is known about how plastic capacity may be influenced by biogeographic and evolutionary processes. We investigate phenotypic plasticity as a target of climatic selection, hypothesizing that lineages that evolved in warmer climates will exhibit greater plastic adaptive resilience to upper thermal stress. This was experimentally tested by comparing transcriptomic responses within and among temperate, subtropical, and desert ecotypes of Australian rainbowfish subjected to contemporary and projected summer temperatures. Critical thermal maxima were estimated, and ecological niches delineated using bioclimatic modeling. A comparative phylogenetic expression variance and evolution model was used to assess plastic and evolved changes in gene expression. Although 82% of all expressed genes were found in the three ecotypes, they shared expression patterns in only 5 out of 236 genes that responded to the climate change experiment. A total of 532 genes showed signals of adaptive (i.e., genetic-based) plasticity due to ecotype-specific directional selection, and 23 of those responded to projected summer temperatures. Network analyses demonstrated centrality of these genes in thermal response pathways. The greatest adaptive resilience to upper thermal stress was shown by the subtropical ecotype, followed by the desert and temperate ecotypes. Our findings indicate that vulnerability to climate change will be highly influenced by biogeographic factors, emphasizing the value of integrative assessments of climatic adaptive traits for accurate estimation of population and ecosystem responses.",2020,2020-07-21 03:24:27,2020-07-21 03:26:31,,,,,,,,,,,,en,,,,,GS 2020,,10.1073/pnas.1921124117,,/Users/losialagisz/Zotero/storage/PQ4IV7I9/Sandoval-Castillo et al. - 2020 - Adaptation of plasticity to projected maximum temp.pdf,,1 - ALA used; Contact for data DOI; Species occurrence records,10.1073/pnas.1921124117,,,,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0027-8424,1091-6490",0027-8424,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,2020-07-09,2020,Adaptation of plasticity to projected maximum temperatures and across climatically defined bioregions,2021-02-03T06:39:10.627462,
77C88QC2,journalArticle,2020,"Kolkert, H.; Smith, R.; Rader, R.; Reid, N.","Insectivorous bats foraging in cotton crop interiors is driven by moon illumination and insect abundance, but diversity benefits from woody vegetation cover","Agriculture, Ecosystems & Environment",,0167-8809,10.1016/j.agee.2020.107068,http://www.sciencedirect.com/science/article/pii/S0167880920302541,"Landscape and biophysical determinants of insectivorous bat activity and community composition in space and time are central to understanding how growers can maximise bat-mediated pest control services in crops. We measured community composition, abundance, richness and foraging attempts of insectivorous bats in the centre of dryland cotton crops using acoustic sampling. We examined how bat activity was related to woody vegetation in the surrounding landscape, prey insect abundance, distance to crop edge, size of field, proximity to waterbodies and moon illumination to better understand insectivorous bat diversity and foraging in crop interiors. We collected a total of 9467 acoustic files including 1198 foraging attempts (feeding buzzes) of at least 21 insectivorous bat species. The bat assemblage in cotton crop interiors (richness and diversity) was positively related to woody vegetation foliage cover within 5–10 km of the crop, as well as Lepidoptera and Hymenoptera abundance, but was negatively related to distance from the field edge into the crop and moon illumination. Increased feeding attempts were linked to increased Lepidoptera and Hemiptera on nights of high moon illumination (> 75 %). Bat activity and foraging was also higher during nights of increased insect abundance, particularly Lepidoptera, indicating that bats track food resources. Our results highlight the importance of managing bat roosting habitat at different landscape scales to enhance bat diversity and foraging in crop interiors and thus insect consumption. Given the high bat feeding activity on nights of high moon illumination and increased Hemiptera abundance, the timing of insecticide sprays to target pests, such as Hemipteran sucking bugs, could be scheduled on nights of low moon illumination. Such information is useful in identifying conservation priorities for the management of bats in intensively farmed agroecosystems and should facilitate habitat management by growers to maximise crop pest protection services in crop interiors.",2020,2020-07-21 02:24:20,2020-07-21 02:24:54,,107068,,,302,,,,,,,en,,,,,GS 2020,,10.1016/j.agee.2020.107068,,/Users/losialagisz/Zotero/storage/4JPFH8MD/Kolkert et al. - 2020 - Insectivorous bats foraging in cotton crop interio.pdf,,2 - ALA cited,10.1016/j.agee.2020.107068,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0167-8809,0167-8809,"Agriculture, Ecosystems & Environment",Elsevier BV,2020-10-01,2020,"Insectivorous bats foraging in cotton crop interiors is driven by moon illumination and insect abundance, but diversity benefits from woody vegetation cover",2021-01-18T14:43:19.474694,
QHNSS5XR,journalArticle,2020,"Walton, S.; Livermore, L.; Dillen, M.; Smedt, S.D.; Groom, Q.; Koivunen, A.; Phillips, S.",A cost analysis of transcription systems,Research Ideas and Outcomes,,2367-7163,10.3897/rio.6.e56211,https://riojournal.com/article/56211/,We compare different approaches to transcribing natural history data and summarise the advantages and disadvantages of each approach using six case studies from four different natural history collections. We summarise the main cost considerations when planning a transcription project and discuss the limitations we current have in understanding the costs behind transcription and data quality.,2020,2020-07-21 02:22:58,2020-07-21 02:23:40,,e56211,,,6,,,,,,,en,,,,,GS 2020,,10.3897/rio.6.e56211,,/Users/losialagisz/Zotero/storage/T4NVHG6E/Walton et al. - 2020 - A cost analysis of transcription systems.pdf,,3 - ALA discussed,10.3897/rio.6.e56211,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2367-7163,2367-7163,Research Ideas and Outcomes,Pensoft Publishers,2020-07-07,2020,A cost analysis of transcription systems,2021-12-14T20:40:31.008005,
YU8FMKJF,journalArticle,2020,"Mannu, A.; Melito, S.; Petretto, G.L.; Manconi, P.; Pintore, G.M.; Chessa, M.",Geographical variation of the chemical composition in essential oils extracted from Sardinian Salvia verbenaca,Natural Product Research,,1478-6419,10.1080/14786419.2020.1788021,https://doi.org/10.1080/14786419.2020.1788021,"Salvia verbenaca is a perennial herbaceous plant well appreciated as medicinal herb which can be found in Mediterranean area, Europe, Africa and Asia. In this study, S. verbenaca flowers and leaves were collected in six different geographical areas of Sardinia (Italy). Information about the variation of the chemical composition of plants grown in different locations were obtained from gas chromatography analysis of the extracted essential oils. Gas chromatography analysis detected 33 compounds, which have been grouped in oxygenated monoterpenes, monoterpene hydrocarbons, sesquiterpenes and other compounds. The chemical composition of each group resulted significantly affected by sampling site in terms of geography and altitude. Concerning the geographical distribution of the detected chemicals, sesquiterpenes were found in considerable amount in three localities, monoterpenes hydrocarbons in two and other compounds were predominant only in one site. Regarding the altitude level, monoterpenes, sesquiterpenes and other compounds were predominant, respectively, at medium and medium-high altitude.",2020,2020-07-21 02:20:09,2020-07-21 02:21:05,,1-4,,,,,,,,,,,,,,,GS 2020,,10.1080/14786419.2020.1788021,,/Users/losialagisz/Zotero/storage/VUIRHEHZ/Mannu et al. - 2020 - Geographical variation of the chemical composition.pdf,,2 - ALA cited,10.1080/14786419.2020.1788021,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1478-6419,1478-6427",1478-6419,Natural Product Research,Informa UK Limited,2020-07-07,2020,Geographical variation of the chemical composition in essential oils extracted from Sardinian Salvia verbenaca,2021-01-19T03:46:29.231444,
VCS5QF8T,journalArticle,2020,"Saw, L.G.",Ten new species of Polyosma (Escalloniaceae) from Borneo,Phytotaxa,,1179-3163,10.11646/phytotaxa.471.2.1,https://www.mapress.com/j/pt/article/view/phytotaxa.471.2.1,"Twenty species of Polyosma are currently recorded for Borneo, ten are new and they are described here: P. cyanoides, P. dewildei, P. fulva, P. glabrescens, P. grandiflora, P. matangensis, P. melanophylla, P. murudensis, P. parvifolia and P. pseudobracteosa. Provisional conservation assessments are made for all the newly described species. One species is assessed Endangered (EN), four Vulnerable (VU), one Near Threatened (NT), one Least Concern (LC) and three Data Deficient (DD).",2020,2020-11-19 05:47:22,2020-11-19 05:48:51,,93-112,,2,471,,,,,,,en,,,,,GS 2020,,10.11646/phytotaxa.471.2.1,,/Users/losialagisz/Zotero/storage/29P32G6M/Saw - 2020 - Ten new species of Polyosma (Escalloniaceae) from .pdf,,2 - ALA cited,10.11646/phytotaxa.471.2.1,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1179-3163,1179-3155",1179-3155,Phytotaxa,Magnolia Press,2020-11-12,2020,<p><strong>Ten new species of <em>Polyosma</em> (Escalloniaceae) from Borneo</strong></p>,2021-01-18T12:42:14.609163,
PXWQ7C5S,journalArticle,2020,"Stuart-Smith, J.; Edgar, G.J.; Last, P.; Linardich, C.; Lynch, T.; Barrett, N.; Bessell, T.; Wong, L.; Stuart-Smith, R.D.",Conservation challenges for the most threatened family of marine bony fishes (handfishes: Brachionichthyidae),Biological Conservation,,0006-3207,10.1016/j.biocon.2020.108831,http://www.sciencedirect.com/science/article/pii/S0006320720308892,"Marine species live out-of-sight, consequently geographic range, population size and long-term trends are extremely difficult to characterise for accurate conservation status assessments. Detection challenges have precluded listing of marine bony fishes as Extinct on the International Union for Conservation of Nature (IUCN) Red List, until now (March 2020). Our data compilation on handfishes (Family Brachionichthyidae) revealed them as the most threatened marine bony fish family, with 7 of 14 species recently listed as Critically Endangered or Endangered. The family also includes the only exclusively marine bony fish to be recognised as Extinct – the Smooth handfish (Sympterichthys unipennis). Ironically, some of the characteristics that threaten handfishes with extinction have assisted assessments. Poor dispersal capabilities leading to small, fragmented populations allow monitoring and population size estimation for some shallow water species. Evidence that the Smooth handfish is now Extinct included no sightings over 200 years in an area subject to numerous scientific surveys, inferred shallow habitat and moderate abundance at time of original collection, and major habitat transformation through fishing, aquaculture, rising sea temperature, and urban development. Contemporary threats to extant handfish species include habitat degradation, introduced species, loss of spawning substrate, climate change, and demographic risks associated with small, fragmented populations. Multifaceted conservation efforts are needed, including addressing threats to habitat quality, bolstering wild population numbers, and implementing novel techniques to find and monitor populations. Expanded monitoring, including application of eDNA methods, represent critical steps towards overcoming the challenges in studying wild populations of rare marine species. Ongoing investigation will likely reveal numerous other threatened species for which little is known.",2020,2020-11-19 05:45:54,2020-11-19 05:46:42,,108831,,,252,,,,,,,en,,,,,GS 2020,,10.1016/j.biocon.2020.108831,,/Users/losialagisz/Zotero/storage/PZ4Y53JB/Stuart-Smith et al. - 2020 - Conservation challenges for the most threatened fa.pdf,,2 - ALA cited,10.1016/j.biocon.2020.108831,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2020-12-01,2020,Conservation challenges for the most threatened family of marine bony fishes (handfishes: Brachionichthyidae),2021-01-15T02:13:39.296864,
653H7SIN,journalArticle,2020,"Vanderduys, E.; Hoskin, C.J.; Kutt, A.S.; Wright, J.M.; Zozaya, S.M.","Beauty in the eye of the beholder: a new species of gecko (Diplodactylidae: Lucasium ) from inland north Queensland, Australia",Zootaxa,,1175-5334,10.11646/zootaxa.4877.2.4,https://www.mapress.com/j/zt/article/view/zootaxa.4877.2.4,"The Einasleigh Uplands bioregion of central north Queensland, Australia, harbours a unique suite of reptiles that have begun to receive significant attention in the last 20 years. This has resulted in a number of new reptile species being described, and recognition that others await description. We describe a new species of Lucasium Wermuth, 1965 from the western Einasleigh Uplands. Lucasium iris sp. nov. is genetically distinct and morphologically diagnosable from all congeners by its large size, long and narrow tail, nares in contact with rostral scale, homogeneous body scales, distinct vertebral stripe, and paired, enlarged, apical subdigital lamellae. It is known from low rocky hills in a localised area of the Gregory Range, has the most restricted known distribution of any Lucasium, and is the only Lucasium endemic to Queensland. The new species appears most closely related to L. steindachneri (Boulenger, 1885), based on mitochondrial DNA sequences, but has a colour-pattern more similar to L. immaculatum Storr, 1988. All three of these species occur in the Einasleigh Uplands, but only L. steindachneri is known to occur in sympatry with L. iris sp. nov. In addition to the description of the new species, we present records of Lucasium immaculatum from the Einasleigh Uplands, which represent a significant known range extension.",2020,2020-11-19 05:42:08,2020-11-19 05:44:11,,291-310,,2,4877,,,,,,,en,,,,,GS 2020,,10.11646/zootaxa.4877.2.4,,/Users/losialagisz/Zotero/storage/PJIEJ7RI/Vanderduys et al. - 2020 - Beauty in the eye of the beholder a new species o.pdf,,2 - ALA cited,10.11646/zootaxa.4877.2.4,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2020-11-10,2020,"<strong>Beauty in the eye of the beholder: a new species of gecko (Diplodactylidae: <em>Lucasium</em>) from inland north Queensland, Australia</strong>",2021-05-21T22:40:06.011099,
3P2U37XK,journalArticle,2020,"Le, T.S.; Morgenroth, J.",Strategic expansion of existing forest monitoring plots: a case study using a stratified GIS-based modelling approach,New Zealand Journal of Forestry Science,,1179-5395,10.33494/nzjfs502020x41x,https://nzjforestryscience.nz,"Background: Understanding the relationship between sites and the plant species they support is essential for effective vegetation management. Site-species matching requires knowledge of the growth response of a given species to the full range of environmental conditions in potential planting sites. This can be achieved by repeatedly measuring species growth at a comprehensive network of sample plots that cover a range of environmental conditions, including topography, climate, and soil factors. The New Zealand Dryland Forests Initiative has established permanent sample plots (PSPs) of a plantation species, Eucalyptus bosistoana F.Muell., across New Zealand. However, these PSPs do not cover the entire range of environmental conditions available for the species and hence there is a need to expand the network of sites. The aim of this study was to determine optimal locations for new PSPs to provide more unique information to support site-species matching studies for Eucalyptus bosistoana in New Zealand. Methods: A geographic information system (GIS) and stratified random sampling method were used to generate a model to identify optimal locations for E. bosistoana PSP establishment. The variables used in this study included topography, climate, and soil data. Redundancy between the initial set of potential explanatory variables was reduced by a multi-collinearity analysis. The potential habitat for the species was restricted to land with environmental conditions that could support E. bosistoana. All environmental variables were stratified and an initial priority index for each stratum in each variable was calculated. Then a weighted-overlay analysis was conducted to create the final priority index, which was mapped to identify high-priority areas for targeted PSP expansion. Results: The existing PSP network for E. bosistoana generally covers the environmental conditions in low-elevation New Zealand dry lands, which are located alongside the east coast of the South Island, and the southern part of the North Island. The model identified high priority areas for PSP expansion, including several large regions in the North Island, especially in Rangitikei and Taupo Districts. Conclusions: The model successfully allowed identification of areas for a strategic expansion of permanent sample plots for E. bosistoana. Newly identified areas expand upon the topographic, climatic, and soil conditions represented by the existing PSP network. The new area for PSP expansion has potential to provide valuable information for further site-species matching studies. The methodology in this paper has potential to be used for other plot networks of a different species, or even natural forests.",2020,2020-11-19 05:33:26,2020-11-19 05:36:05,,,,,50,,,,,,,en,,,,,GS 2020,,10.33494/nzjfs502020x41x,,/Users/losialagisz/Zotero/storage/IATVHCHN/Le and Morgenroth - 2020 - Strategic expansion of existing forest monitoring .pdf,,1 - ALA used; Modelling; Species occurrence records; Climate Data,10.33494/nzjfs502020x41x,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1179-5395,0048-0134,New Zealand Journal of Forestry Science,Scion,2020-11-05,2020,Strategic expansion of existing forest monitoring plots: a case study using a stratified GIS-based modelling approach,2021-09-21T01:32:27.106328,
5VMFAPGB,journalArticle,2020,"Edgar, G.J.; Cooper, A.; Baker, S.C.; Barker, W.; Barrett, N.S.; Becerro, M.A.; Bates, A.E.; Brock, D.; Ceccarelli, D.M.; Clausius, E.; Davey, M.; Davis, T.R.; Day, P.B.; Green, A.; Griffiths, S.R.; Hicks, J.; Hinojosa, I.A.; Jones, B.K.; Kininmonth, S.; Larkin, M.F.; Lazzari, N.; Lefcheck, J.S.; Ling, S.D.; Mooney, P.; Oh, E.; Pérez-Matus, A.; Pocklington, J.B.; Riera, R.; Sanabria-Fernandez, J.A.; Seroussi, Y.; Shaw, I.; Shields, D.; Shields, J.; Smith, M.; Soler, G.A.; Stuart-Smith, J.; Turnbull, J.; Stuart-Smith, R.D.",Reef Life Survey: Establishing the ecological basis for conservation of shallow marine life,Biological Conservation,,0006-3207,10.1016/j.biocon.2020.108855,http://www.sciencedirect.com/science/article/pii/S0006320720309137,"Reef Life Survey (RLS) provides a new model for ecological monitoring through training experienced recreational divers in underwater visual census methods to the level of skilled scientists. Detail produced is similar to that of programs with professional scientific teams, at low cost to allow global coverage. RLS differs from most other citizen science initiatives in its emphasis on rigorous training and data quality rather than open participation, selectively involving the most skilled and committed members. Volunteers participate primarily because they appreciate the close relationship with scientists, other divers, and managers, and see their efforts directly contributing to improved environmental outcomes. RLS works closely with Australian management agencies, scheduling annual events at core monitoring sites associated with 10 inshore marine protected areas Australia-wide. Surveys of 12 offshore Australian Marine Parks (AMPs) are realized through 2–4 week voyages in a sailing catamaran crewed by volunteers. Across the AMP network, RLS surveys have quantified densities of fishes, mobile invertebrates, macroalgae and corals at 350 shallow coral reef sites (180 sites surveyed on two or more occasions), providing an understanding of (i) population changes amongst threatened species including sea snakes, (ii) responses of fish and invertebrate populations following fisheries closures, (iii) ecosystem-wide impacts of marine heat-waves, and (iv) the extent that AMPs spanning the network comprehensively encompass national coral reef biodiversity. This scientist/volunteer/manager collaboration could be greatly expanded globally (presently 3537 sites in 53 countries).",2020,2020-11-19 05:30:40,2020-11-19 05:32:46,,108855,,,252,,,,,,,en,,,,,GS 2020,,10.1016/j.biocon.2020.108855,,/Users/losialagisz/Zotero/storage/B2FIEE24/Edgar et al. - 2020 - Reef Life Survey Establishing the ecological basi.pdf,,5 - ALA mentioned,10.1016/j.biocon.2020.108855,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2020-12-01,2020,Establishing the ecological basis for conservation of shallow marine life using Reef Life Survey,2021-04-01T06:30:21.359658,
